[DEBUG] [2021-07-01 17:00:31] AbstractEnvironment.setActiveProfiles(296) | Activating profiles []
[DEBUG] [2021-07-01 17:03:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-01 17:03:05] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-01 17:03:05] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 157, groupId: 1
[DEBUG] [2021-07-01 17:03:05] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 157, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-01 17:03:05] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 157, groupId: 1
[DEBUG] [2021-07-01 17:03:05] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 157, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-01 17:03:05] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-01 17:03:05] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@1cd48e28]
[DEBUG] [2021-07-01 17:03:05] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-01 17:03:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b30d009f5d2f4f85b30a7a1a4546ff7e, msgType : 19
[DEBUG] [2021-07-01 17:03:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a0a249980ba744b49087b9ab62fb90f7, msgType : 19
[DEBUG] [2021-07-01 17:03:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 42c5a2d5694e487bb9c19ca8b3452a55, msgType : 19
[DEBUG] [2021-07-01 17:03:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c1fcaa0deefe407091f5198f156af8df, msgType : 19
[DEBUG] [2021-07-01 17:03:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 42c6e1cee6ca42d0bf19de96d89f2fb5, msgType : 19
[DEBUG] [2021-07-01 17:03:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2bb95c728de9479b9da52061630f0399, msgType : 19
[DEBUG] [2021-07-01 17:03:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7eeb330f698346c1a86dc4280e1251f9, msgType : 19
[DEBUG] [2021-07-01 17:03:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4a7f5ca0e82a4a90bc6f9e86457e1b99, msgType : 19
[DEBUG] [2021-07-01 17:03:14] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e544521a23c743a4a631ab05fb61ef62, msgType : 19
[DEBUG] [2021-07-01 17:03:14] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 36ce0534e2a942a58df211c40ab8a7b5, msgType : 19
[DEBUG] [2021-07-01 17:03:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f0446a77313246edb6c76736934f171c, msgType : 19
[DEBUG] [2021-07-01 17:03:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : bf76f59405ce45c4bdc6d8990356d44c, msgType : 19
[DEBUG] [2021-07-01 17:03:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6091cbc24e4543e38c0d7f4fdbcff177, msgType : 19
[DEBUG] [2021-07-01 17:03:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 972f61cdac994a819fb6a861528a97fa, msgType : 19
[DEBUG] [2021-07-01 17:03:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e156381120474c9e8bc242191c69e456, msgType : 19
[DEBUG] [2021-07-01 17:03:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 618d0c0f7c024263a69a91555a12561c, msgType : 19
[DEBUG] [2021-07-01 17:03:22] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2dcea2858fcb4701b49edda52258e66f, msgType : 19
[DEBUG] [2021-07-01 17:03:22] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d4207afcfb664f0ab3da15776fafbd9d, msgType : 19
[DEBUG] [2021-07-01 17:03:24] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8efd62ff56d6497ab3a0686c837d0c35, msgType : 19
[DEBUG] [2021-07-01 17:03:24] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9a8e7920747b457d8895e321200793fc, msgType : 19
[DEBUG] [2021-07-01 17:03:26] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b9a3a665b96c4a95842e358ba074e642, msgType : 19
[DEBUG] [2021-07-01 17:03:26] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ac7fb48c0ca841abb9c2c612397766f3, msgType : 19
[DEBUG] [2021-07-01 17:03:28] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 22b6aab0f3ac4368a4b9b975adc36a49, msgType : 19
[DEBUG] [2021-07-01 17:03:28] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : bda0289c9b99452fa3bbb3d72d776472, msgType : 19
[DEBUG] [2021-07-01 17:03:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b73a6dba84f74fdc9cc91c08198db998, msgType : 19
[DEBUG] [2021-07-01 17:03:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 1fbc37715374426ca4c1e1d15a49f169, msgType : 19
[DEBUG] [2021-07-01 17:03:32] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8074ebbd5be04e67b72d77b99196aed0, msgType : 19
[DEBUG] [2021-07-01 17:03:32] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c94f2a2986184bb9ab59a3e5252730ab, msgType : 19
[DEBUG] [2021-07-01 17:03:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f6f65c0472074f798f24e69f8272d905, msgType : 19
[DEBUG] [2021-07-01 17:03:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f58491b2a8fb408089bbdbc024a44726, msgType : 19
[DEBUG] [2021-07-01 17:03:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5f1cd022214043729278370db6d8f596, msgType : 18
[DEBUG] [2021-07-01 17:03:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 05fdea320ae14bff87e8f206b235e980, msgType : 18
[DEBUG] [2021-07-01 17:03:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b427b6a525994482b9a838abc77a6c3e, msgType : 19
[DEBUG] [2021-07-01 17:03:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6b1c63976f45464ebe7c8d7ff7104474, msgType : 19
[DEBUG] [2021-07-01 17:03:37] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signup?user_id=seller&password=123&user_type=0", parameters={masked}
[DEBUG] [2021-07-01 17:03:37] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signup(String, String, int, String)
[INFO] [2021-07-01 17:03:37] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0xf1ddf3d0a5c1c634e70f252aec16e58bcee4b25d
[DEBUG] [2021-07-01 17:03:37] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-01 17:03:37] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-01 17:03:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f65c1991bf3f4aa7a0952f7ae4907ba6, msgType : 18
[DEBUG] [2021-07-01 17:03:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-01 17:03:37] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-01 17:03:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f65c1991bf3f4aa7a0952f7ae4907ba6, msgType : 4096
[DEBUG] [2021-07-01 17:03:37] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-01 17:03:37] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 158, groupId: 1
[DEBUG] [2021-07-01 17:03:37] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 158, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-01 17:03:37] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-01 17:03:37] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@44fa9dc5]
[DEBUG] [2021-07-01 17:03:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-01 17:03:37] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-01 17:03:37] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-01 17:03:37] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 158, groupId: 1
[DEBUG] [2021-07-01 17:03:37] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 158, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-01 17:03:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f512c105804740b999a43f89ad7dfce7, msgType : 19
[DEBUG] [2021-07-01 17:03:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4c253e934fca4fdea0e7dce571eb2087, msgType : 19
[DEBUG] [2021-07-01 17:03:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a1dd7733d6914af09436b521a28dd104, msgType : 19
[DEBUG] [2021-07-01 17:03:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7350a33f0573449b90aac38532cb59a6, msgType : 19
[DEBUG] [2021-07-01 17:03:42] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : cd00583fdc2b4385816d295eefdce27e, msgType : 19
[DEBUG] [2021-07-01 17:03:42] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 3e02f4f41e904804af600ff7a59e1152, msgType : 19
[DEBUG] [2021-07-01 17:03:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 32c393f1444c4dec9aff2ade9cec2fac, msgType : 19
[DEBUG] [2021-07-01 17:03:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 38df34ba8bf34ac9a163791acfe949cb, msgType : 19
[DEBUG] [2021-07-01 17:03:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 26b06f81c00d4dc798be1fce4ac41b7b, msgType : 19
[DEBUG] [2021-07-01 17:03:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5bbff4883be74ce790449f0c5f73dfd2, msgType : 19
[DEBUG] [2021-07-01 17:03:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : dfe6bf0b28d04d3099df117397b09aaa, msgType : 19
[DEBUG] [2021-07-01 17:03:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4338ccc666564397bab89dd6a8037c9b, msgType : 19
[DEBUG] [2021-07-01 17:03:50] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 1d4788e27ddd449b918553d3edcaf685, msgType : 19
[DEBUG] [2021-07-01 17:03:50] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a35cbd9a7f424c07afb1ba2fe78033b6, msgType : 19
[DEBUG] [2021-07-01 17:03:52] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7b9872261fcb481097b2e40d91496d56, msgType : 19
[DEBUG] [2021-07-01 17:03:52] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8500652830c24a7f9f0e962ab27cd207, msgType : 19
[DEBUG] [2021-07-01 17:03:54] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 948ab845f208465290cc9ddf74615e7d, msgType : 19
[DEBUG] [2021-07-01 17:03:54] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 704e805838e74c24bb806a42142aec33, msgType : 19
[DEBUG] [2021-07-01 17:03:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0e3c559af4f84519ac696ab8e011f3ab, msgType : 19
[DEBUG] [2021-07-01 17:03:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : cf24e136a739453e95c6ce8091f0f94b, msgType : 19
[DEBUG] [2021-07-01 17:03:58] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 026987e1c91e479bb57df3e5acd1ea5e, msgType : 19
[DEBUG] [2021-07-01 17:03:58] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8ae63306a47849a7a609aef55d39e237, msgType : 19
[DEBUG] [2021-07-01 17:04:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 380915330b0e40d8a2d1cc0f161d6659, msgType : 19
[DEBUG] [2021-07-01 17:04:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6a69688bcf294cb9b2bfd8d7acd97c59, msgType : 19
[DEBUG] [2021-07-01 17:04:02] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d3dd11d7899e4085ba3145182baf95c4, msgType : 19
[DEBUG] [2021-07-01 17:04:02] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 825376728d9d419c851193091d9bc2ed, msgType : 19
[DEBUG] [2021-07-01 17:04:04] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8020e565763249b296990a38c4c15c24, msgType : 19
[DEBUG] [2021-07-01 17:04:04] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 016ed553293f4b919fdfac015782665e, msgType : 19
[DEBUG] [2021-07-01 17:04:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2846d273489947d697ed7a2194baa156, msgType : 19
[DEBUG] [2021-07-01 17:04:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2f8b53023ffd4102b1537636fdd888b5, msgType : 19
[DEBUG] [2021-07-01 17:04:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2e798b5534e14148b78f11f2b19c33d1, msgType : 19
[DEBUG] [2021-07-01 17:04:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 954677976bb64aa896b28792c6c8c297, msgType : 19
[DEBUG] [2021-07-01 17:04:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 82e94667db604e8e8bb89ee30fb006a6, msgType : 19
[DEBUG] [2021-07-01 17:04:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6609c625d9cc4df8980b608671b313fe, msgType : 19
[DEBUG] [2021-07-01 17:04:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e6c2af8391844da1a1093056a8404678, msgType : 19
[DEBUG] [2021-07-01 17:04:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c19c2433685d4099a8953c02828c8400, msgType : 19
[DEBUG] [2021-07-01 17:04:14] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a9b1b292921246e3b778cafc50d20016, msgType : 19
[DEBUG] [2021-07-01 17:04:14] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : cb3a5b1eb92e44e0a6a355fb6ca50e45, msgType : 19
[DEBUG] [2021-07-01 17:04:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f90b1b82d16947469f27bb911afd814c, msgType : 19
[DEBUG] [2021-07-01 17:04:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9ce9218667e2424b86f47d47f3d99227, msgType : 19
[DEBUG] [2021-07-01 17:04:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ce6e48b762704d189529de56ed8fa406, msgType : 19
[DEBUG] [2021-07-01 17:04:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2e055b418dbf4c8581e89d55e785ec09, msgType : 19
[DEBUG] [2021-07-01 17:04:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 298bf19cc7ed41d4b2c86707483da32e, msgType : 19
[DEBUG] [2021-07-01 17:04:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 88b6edb4a8e84234bf06e449526aa508, msgType : 19
[DEBUG] [2021-07-01 17:04:22] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d7f9affe0bc748cdb039e616c1e6a811, msgType : 19
[DEBUG] [2021-07-01 17:04:22] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1b82ed1a8ae44055afed3311ce785bf1, msgType : 19
[DEBUG] [2021-07-01 17:04:24] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e46279794122495492ced611075dbfe7, msgType : 19
[DEBUG] [2021-07-01 17:04:24] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 3506f06b1695426eb35af842d837c1a2, msgType : 19
[DEBUG] [2021-07-01 17:04:26] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : db243ad6407246398df82b5906211b15, msgType : 19
[DEBUG] [2021-07-01 17:04:26] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 54ebdb3a157f4421b7234fd75f0b4298, msgType : 19
[DEBUG] [2021-07-01 17:04:28] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a5f26a57f91249bcac9c54f0af8a80fb, msgType : 19
[DEBUG] [2021-07-01 17:04:28] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : cdd0273d08814c2095616304ba25c43a, msgType : 19
[DEBUG] [2021-07-01 17:04:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 014fdf6400d84e0cbf157335a3fc1d99, msgType : 19
[DEBUG] [2021-07-01 17:04:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6a636f990eae4fe89ce4b0f2f75809db, msgType : 19
[DEBUG] [2021-07-01 17:04:30] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signup?user_id=port&password=123&user_type=1", parameters={masked}
[DEBUG] [2021-07-01 17:04:30] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signup(String, String, int, String)
[INFO] [2021-07-01 17:04:30] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0xf1ddf3d0a5c1c634e70f252aec16e58bcee4b25d
[DEBUG] [2021-07-01 17:04:30] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-01 17:04:30] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-01 17:04:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : bcd61fba86cc471c87d7b1daf4a1e88f, msgType : 18
[DEBUG] [2021-07-01 17:04:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-01 17:04:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-01 17:04:30] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-01 17:04:30] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-01 17:04:30] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 159, groupId: 1
[DEBUG] [2021-07-01 17:04:30] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 159, groupId: 1
[DEBUG] [2021-07-01 17:04:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : bcd61fba86cc471c87d7b1daf4a1e88f, msgType : 4096
[DEBUG] [2021-07-01 17:04:30] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 159, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-01 17:04:30] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-01 17:04:30] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 159, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-01 17:04:30] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-01 17:04:30] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@1548a1eb]
[DEBUG] [2021-07-01 17:04:30] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-01 17:04:32] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 82076728587944cdad45cc4254e15976, msgType : 19
[DEBUG] [2021-07-01 17:04:32] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b1a8f87f0af744648ac1a1549052ba8b, msgType : 19
[DEBUG] [2021-07-01 17:04:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 819705fad9814dd59e2571a0541a5611, msgType : 19
[DEBUG] [2021-07-01 17:04:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2838dc423e774105b12035aac3b002c8, msgType : 19
[DEBUG] [2021-07-01 17:04:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 051defe5c85d46cd807a676035e1e0ff, msgType : 18
[DEBUG] [2021-07-01 17:04:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d05c53b356614fb58681e8e1dca70b34, msgType : 18
[DEBUG] [2021-07-01 17:04:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 617ce78a1cea43fb813f5240fcde91a2, msgType : 19
[DEBUG] [2021-07-01 17:04:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : fd425da3caf54dce9c21eb1fc2fe793f, msgType : 19
[DEBUG] [2021-07-01 17:04:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0f69283c257540e58334957724401e92, msgType : 19
[DEBUG] [2021-07-01 17:04:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : fe2f076eeca9430aa2528a499b5e1e8f, msgType : 19
