[DEBUG] [2021-06-30 15:03:59] AbstractEnvironment.setActiveProfiles(296) | Activating profiles []
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_RSA_WITH_IDEA_CBC_SHA => IDEA-CBC-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_RSA_WITH_IDEA_CBC_SHA => IDEA-CBC-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_PSK_WITH_AES_128_CBC_SHA => PSK-AES128-CBC-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_PSK_WITH_AES_128_CBC_SHA => PSK-AES128-CBC-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_ECDHE_RSA_WITH_RC4_128_SHA => ECDHE-RSA-RC4-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_ECDHE_RSA_WITH_RC4_128_SHA => ECDHE-RSA-RC4-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_ECDHE_ECDSA_WITH_RC4_128_SHA => ECDHE-ECDSA-RC4-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_ECDHE_ECDSA_WITH_RC4_128_SHA => ECDHE-ECDSA-RC4-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_ECDH_anon_WITH_RC4_128_SHA => AECDH-RC4-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_ECDH_anon_WITH_RC4_128_SHA => AECDH-RC4-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_DH_anon_WITH_RC4_128_MD5 => ADH-RC4-MD5
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_DH_anon_WITH_RC4_128_MD5 => ADH-RC4-MD5
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_ECDH_RSA_WITH_RC4_128_SHA => ECDH-RSA-RC4-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_ECDH_RSA_WITH_RC4_128_SHA => ECDH-RSA-RC4-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_ECDH_ECDSA_WITH_RC4_128_SHA => ECDH-ECDSA-RC4-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_ECDH_ECDSA_WITH_RC4_128_SHA => ECDH-ECDSA-RC4-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_RSA_WITH_RC4_128_SHA => RC4-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_RSA_WITH_RC4_128_SHA => RC4-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_RSA_WITH_RC4_128_MD5 => RC4-MD5
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_RSA_WITH_RC4_128_MD5 => RC4-MD5
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_PSK_WITH_RC4_128_SHA => PSK-RC4-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_PSK_WITH_RC4_128_SHA => PSK-RC4-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_ECDHE_RSA_WITH_3DES_EDE_CBC_SHA => ECDHE-RSA-DES-CBC3-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_ECDHE_RSA_WITH_3DES_EDE_CBC_SHA => ECDHE-RSA-DES-CBC3-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_ECDHE_ECDSA_WITH_3DES_EDE_CBC_SHA => ECDHE-ECDSA-DES-CBC3-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_ECDHE_ECDSA_WITH_3DES_EDE_CBC_SHA => ECDHE-ECDSA-DES-CBC3-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_SRP_DSS_WITH_3DES_EDE_CBC_SHA => SRP-DSS-3DES-EDE-CBC-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_SRP_DSS_WITH_3DES_EDE_CBC_SHA => SRP-DSS-3DES-EDE-CBC-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_SRP_RSA_WITH_3DES_EDE_CBC_SHA => SRP-RSA-3DES-EDE-CBC-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_SRP_RSA_WITH_3DES_EDE_CBC_SHA => SRP-RSA-3DES-EDE-CBC-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_SRP_WITH_3DES_EDE_CBC_SHA => SRP-3DES-EDE-CBC-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_SRP_WITH_3DES_EDE_CBC_SHA => SRP-3DES-EDE-CBC-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_EDH_RSA_WITH_3DES_EDE_CBC_SHA => EDH-RSA-DES-CBC3-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_EDH_RSA_WITH_3DES_EDE_CBC_SHA => EDH-RSA-DES-CBC3-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_EDH_DSS_WITH_3DES_EDE_CBC_SHA => EDH-DSS-DES-CBC3-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_EDH_DSS_WITH_3DES_EDE_CBC_SHA => EDH-DSS-DES-CBC3-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_RSA_WITH_DH_RSA_DES_CBC3_SHA => DH-RSA-DES-CBC3-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_RSA_WITH_DH_RSA_DES_CBC3_SHA => DH-RSA-DES-CBC3-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_RSA_WITH_DH_DSS_DES_CBC3_SHA => DH-DSS-DES-CBC3-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_RSA_WITH_DH_DSS_DES_CBC3_SHA => DH-DSS-DES-CBC3-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_ECDH_anon_WITH_3DES_EDE_CBC_SHA => AECDH-DES-CBC3-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_ECDH_anon_WITH_3DES_EDE_CBC_SHA => AECDH-DES-CBC3-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_DH_anon_WITH_3DES_EDE_CBC_SHA => ADH-DES-CBC3-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_DH_anon_WITH_3DES_EDE_CBC_SHA => ADH-DES-CBC3-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_ECDH_RSA_WITH_3DES_EDE_CBC_SHA => ECDH-RSA-DES-CBC3-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_ECDH_RSA_WITH_3DES_EDE_CBC_SHA => ECDH-RSA-DES-CBC3-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_ECDH_ECDSA_WITH_3DES_EDE_CBC_SHA => ECDH-ECDSA-DES-CBC3-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_ECDH_ECDSA_WITH_3DES_EDE_CBC_SHA => ECDH-ECDSA-DES-CBC3-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_RSA_WITH_3DES_EDE_CBC_SHA => DES-CBC3-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_RSA_WITH_3DES_EDE_CBC_SHA => DES-CBC3-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_PSK_WITH_3DES_EDE_CBC_SHA => PSK-3DES-EDE-CBC-SHA
[DEBUG] [2021-06-30 15:04:01] CipherSuiteConverter.cacheFromOpenSsl(331) | Cipher suite mapping: SSL_PSK_WITH_3DES_EDE_CBC_SHA => PSK-3DES-EDE-CBC-SHA
[DEBUG] [2021-06-30 15:04:01] OpenSsl.<clinit>(369) | Supported protocols (OpenSSL): [SSLv2Hello, TLSv1, TLSv1.1, TLSv1.2] 
[DEBUG] [2021-06-30 15:04:01] OpenSsl.<clinit>(370) | Default cipher suites (OpenSSL): [TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384, TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256, TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256, TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384, TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA, TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA, TLS_RSA_WITH_AES_128_GCM_SHA256, TLS_RSA_WITH_AES_128_CBC_SHA, TLS_RSA_WITH_AES_256_CBC_SHA]
[DEBUG] [2021-06-30 15:04:01] ResourceLeakDetectorFactory$DefaultResourceLeakDetectorFactory.newResourceLeakDetector(196) | Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@3b4825f0
[DEBUG] [2021-06-30 15:04:01] ConnectionManager.startConnect(108) | startConnect to 127.0.0.1:20200
[DEBUG] [2021-06-30 15:04:01] DefaultChannelId.<clinit>(79) | -Dio.netty.processId: 27760 (auto-detected)
[DEBUG] [2021-06-30 15:04:01] DefaultChannelId.<clinit>(101) | -Dio.netty.machineId: 00:0c:29:ff:fe:b2:b7:42 (auto-detected)
[DEBUG] [2021-06-30 15:04:01] ConnectionManager.startConnect(108) | startConnect to 127.0.0.1:20201
[DEBUG] [2021-06-30 15:04:01] ResourceLeakDetectorFactory$DefaultResourceLeakDetectorFactory.newResourceLeakDetector(196) | Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@5b870939
[DEBUG] [2021-06-30 15:04:01] ConnectionManager.startConnect(143) |  start connect end. 
[DEBUG] [2021-06-30 15:04:01] ConnectionManager.startReconnectSchedule(147) |  start reconnect schedule
[DEBUG] [2021-06-30 15:04:01] SslHandler.setHandshakeSuccess(1746) | [id: 0x8d444856, L:/127.0.0.1:37888 - R:/127.0.0.1:20200] HANDSHAKEN: protocol:TLSv1.2 cipher suite:TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384
[DEBUG] [2021-06-30 15:04:01] SslHandler.setHandshakeSuccess(1746) | [id: 0x0f6be385, L:/127.0.0.1:48588 - R:/127.0.0.1:20201] HANDSHAKEN: protocol:TLSv1.2 cipher suite:TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384
[INFO] [2021-06-30 15:04:01] ChannelHandler.userEventTriggered(73) |  handshake success, host: 127.0.0.1, port: 20200, ctx: 2041246659
[INFO] [2021-06-30 15:04:01] ChannelHandler.userEventTriggered(73) |  handshake success, host: 127.0.0.1, port: 20201, ctx: 1751315569
[DEBUG] [2021-06-30 15:04:01] ConnectionManager.addConnectionContext(427) | addConnectionContext, endpoint: 127.0.0.1:20201, ctx:ChannelHandlerContext(ChannelHandler#0, [id: 0x0f6be385, L:/127.0.0.1:48588 - R:/127.0.0.1:20201])
[DEBUG] [2021-06-30 15:04:01] ConnectionManager.addConnectionContext(427) | addConnectionContext, endpoint: 127.0.0.1:20200, ctx:ChannelHandlerContext(ChannelHandler#0, [id: 0x8d444856, L:/127.0.0.1:37888 - R:/127.0.0.1:20200])
[DEBUG] [2021-06-30 15:04:01] ChannelMsgHandler.onConnect(112) | onConnect in ChannelMsgHandler called, host : 127.0.0.1:20201
[DEBUG] [2021-06-30 15:04:01] ChannelMsgHandler.onConnect(112) | onConnect in ChannelMsgHandler called, host : 127.0.0.1:20200
[DEBUG] [2021-06-30 15:04:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4b664ed80cc3414eb7bea16bca070537, msgType : 18
[DEBUG] [2021-06-30 15:04:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 84e2eef6bc9b4c16a66d2aedf5921d56, msgType : 18
[INFO] [2021-06-30 15:04:01] ChannelMsgHandler$1.onResponse(225) |  node: ClientVersion{version='2.7.2', supportedVersion='2.7.2', chainId='1', buildTime='20210201 10:03:03', buildType='Linux/clang/Release', gitBranch='HEAD', gitCommitHash='4c8a5bbe44c19db8a002017ff9dbb16d3d28e9da'}, content: {"id":0,"jsonrpc":"2.0","result":{"Build Time":"20210201 10:03:03","Build Type":"Linux/clang/Release","Chain Id":"1","FISCO-BCOS Version":"2.7.2","Git Branch":"HEAD","Git Commit Hash":"4c8a5bbe44c19db8a002017ff9dbb16d3d28e9da","Supported Version":"2.7.2"}}

[INFO] [2021-06-30 15:04:01] ChannelMsgHandler$1.onResponse(225) |  node: ClientVersion{version='2.7.2', supportedVersion='2.7.2', chainId='1', buildTime='20210201 10:03:03', buildType='Linux/clang/Release', gitBranch='HEAD', gitCommitHash='4c8a5bbe44c19db8a002017ff9dbb16d3d28e9da'}, content: {"id":1,"jsonrpc":"2.0","result":{"Build Time":"20210201 10:03:03","Build Type":"Linux/clang/Release","Chain Id":"1","FISCO-BCOS Version":"2.7.2","Git Branch":"HEAD","Git Commit Hash":"4c8a5bbe44c19db8a002017ff9dbb16d3d28e9da","Supported Version":"2.7.2"}}

[INFO] [2021-06-30 15:04:01] ChannelMsgHandler$1.onResponse(233) |  support channel handshake node
[INFO] [2021-06-30 15:04:01] ChannelMsgHandler$1.onResponse(233) |  support channel handshake node
[DEBUG] [2021-06-30 15:04:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 1a31d48ad7d748689c9ffdad79221e7c, msgType : 20
[DEBUG] [2021-06-30 15:04:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9b6c09b5ebaa4c439343bb6f150833dd, msgType : 20
[INFO] [2021-06-30 15:04:01] ChannelMsgHandler$2.onResponse(309) |  channel protocol handshake success, set socket channel protocol, host: 127.0.0.1:20201, channel protocol: ChannelProtocol [protocol=3, nodeVersion=2.7.2, EnumProtocol=VERSION_3]
[INFO] [2021-06-30 15:04:01] ChannelMsgHandler$2.onResponse(309) |  channel protocol handshake success, set socket channel protocol, host: 127.0.0.1:20200, channel protocol: ChannelProtocol [protocol=3, nodeVersion=2.7.2, EnumProtocol=VERSION_3]
[INFO] [2021-06-30 15:04:01] ChannelImp.checkConnectionsToStartPeriodTask(132) |  Connect to  nodes: 127.0.0.1:20200, 127.0.0.1:20201, java version: 11.0.11 ,java vendor: Ubuntu
[DEBUG] [2021-06-30 15:04:01] ChannelImp.start(92) | Start the channel success
[INFO] [2021-06-30 15:04:01] BcosSDK.<init>(77) | create BcosSDK, start channel success, cryptoType: 0
[DEBUG] [2021-06-30 15:04:01] ThreadPoolService.<init>(37) | Create ThreadPoolService, threadName: channelProcessor, corePoolSize: 16, maxBlockingQueueSize: 102400
[INFO] [2021-06-30 15:04:01] BcosSDK.<init>(87) | create BcosSDK, start channel succ, channelProcessorThreadSize: 16, receiptProcessorThreadSize: 16
[DEBUG] [2021-06-30 15:04:01] ThreadPoolService.<init>(37) | Create ThreadPoolService, threadName: GroupManagerServiceImpl, corePoolSize: 16, maxBlockingQueueSize: 102400
[DEBUG] [2021-06-30 15:04:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c8205f83910e447d89482fd590adb108, msgType : 19
[DEBUG] [2021-06-30 15:04:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d087c37739e84d2c955defb444048bd5, msgType : 19
[INFO] [2021-06-30 15:04:01] GroupManagerServiceImpl.registerBlockNumberNotifyHandler(259) | registerBlockNumberNotifyHandler
[INFO] [2021-06-30 15:04:01] GroupManagerServiceImpl.registerTransactionNotifyHandler(281) | registerTransactionNotifyHandler
[DEBUG] [2021-06-30 15:04:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3fc086991cdf4ec5af666654f28d0df3, msgType : 18
[DEBUG] [2021-06-30 15:04:01] GroupServiceImpl.<init>(45) | insert group: 1 for peer 127.0.0.1:20200
[DEBUG] [2021-06-30 15:04:01] GroupManagerServiceImpl.getAndUpdateBlockNumberForAllPeers(528) | g: 1, getAndUpdateBlockNumberForAllPeers, group availablePeers:[127.0.0.1:20200]
[DEBUG] [2021-06-30 15:04:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : dab7806f994d4378b449b5373b6de60b, msgType : 18
[DEBUG] [2021-06-30 15:04:01] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 149, groupId: 1
[DEBUG] [2021-06-30 15:04:01] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 149, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-06-30 15:04:01] GroupManagerServiceImpl.fetchAndUpdateBlockNumberInfo(542) | fetch and update the blockNumber information, groupId: 1, peer:127.0.0.1:20200, blockNumber: 149
[DEBUG] [2021-06-30 15:04:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 605f9627366c448f93db276575fc3010, msgType : 18
[DEBUG] [2021-06-30 15:04:01] GroupServiceImpl.insertNode(84) | g:1, insertNode=127.0.0.1:20201, nodeSize=2, blockNumberInfoSize=1
[DEBUG] [2021-06-30 15:04:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c8027089a1004ca2b162638d15c36140, msgType : 18
[DEBUG] [2021-06-30 15:04:01] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 149, groupId: 1
[DEBUG] [2021-06-30 15:04:01] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 149, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-06-30 15:04:01] GroupManagerServiceImpl.fetchAndUpdateBlockNumberInfo(542) | fetch and update the blockNumber information, groupId: 1, peer:127.0.0.1:20201, blockNumber: 149
[DEBUG] [2021-06-30 15:04:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ab36f6bfd5b944f6a135ac208d4d8d08, msgType : 18
[DEBUG] [2021-06-30 15:04:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d52ee28c2f0c47f9863a92acfff1ebcd, msgType : 18
[DEBUG] [2021-06-30 15:04:01] GroupManagerServiceImpl.start(445) | start GroupManagerService...
[INFO] [2021-06-30 15:04:01] BcosSDK.<init>(98) | create BcosSDK, create groupManagerService success
[DEBUG] [2021-06-30 15:04:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e73d8534d3a7407586934b9807ef0fd9, msgType : 18
[DEBUG] [2021-06-30 15:04:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 57f936a9d91c41e489b10fb77e3f19c7, msgType : 18
[WARN] [2021-06-30 15:04:02] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-06-30 15:04:02] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-06-30 15:04:02] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-06-30 15:04:02] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-06-30 15:04:02] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-06-30 15:04:02] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-06-30 15:04:02] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-06-30 15:04:02] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-06-30 15:04:02] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-06-30 15:04:02] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-06-30 15:04:02] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-06-30 15:04:02] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-06-30 15:04:02] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-06-30 15:04:02] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-06-30 15:04:02] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-06-30 15:04:02] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-06-30 15:04:02] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-06-30 15:04:02] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[DEBUG] [2021-06-30 15:04:02] GroupManagerServiceImpl.setAmop(806) | register blockNotify for 127.0.0.1:20200, groupList: [1]
[DEBUG] [2021-06-30 15:04:02] TopicManager.updateBlockNotify(158) | update block notify, peer: 127.0.0.1:20200, groupInfo: [1]
[DEBUG] [2021-06-30 15:04:02] TopicManager.updateBlockNotify(163) | add block notify, peer: 127.0.0.1:20200, topic: _block_notify_1
[INFO] [2021-06-30 15:04:02] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-06-30 15:04:02] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2021-06-30 15:04:02] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20201, topics:[]
[DEBUG] [2021-06-30 15:04:02] GroupManagerServiceImpl.setAmop(806) | register blockNotify for 127.0.0.1:20201, groupList: [1]
[DEBUG] [2021-06-30 15:04:02] TopicManager.updateBlockNotify(158) | update block notify, peer: 127.0.0.1:20201, groupInfo: [1]
[DEBUG] [2021-06-30 15:04:02] TopicManager.updateBlockNotify(163) | add block notify, peer: 127.0.0.1:20201, topic: _block_notify_1
[INFO] [2021-06-30 15:04:02] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-06-30 15:04:02] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2021-06-30 15:04:02] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20201, topics:["_block_notify_1"]
[INFO] [2021-06-30 15:04:02] AmopImp.start(188) | amop module started
[INFO] [2021-06-30 15:04:02] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-06-30 15:04:02] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2021-06-30 15:04:02] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20201, topics:["_block_notify_1"]
[INFO] [2021-06-30 15:04:02] BcosSDK.<init>(103) | create BcosSDK, create Amop success
[DEBUG] [2021-06-30 15:04:02] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0515341a0b3c4e13ab308d5341774831, msgType : 18
[DEBUG] [2021-06-30 15:04:02] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 0a78f19a092b41c5998c32df3ef47190, msgType : 18
[DEBUG] [2021-06-30 15:04:02] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3f38ab845e924999ab4bff625a00b1d6, msgType : 18
[DEBUG] [2021-06-30 15:04:02] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b68222fcd9094b98b692a90257e1163e, msgType : 18
[WARN] [2021-06-30 15:04:02] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-06-30 15:04:02] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-06-30 15:04:02] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-06-30 15:04:02] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-06-30 15:04:02] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-06-30 15:04:02] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
